iter	Passed	Remaining
358	3413	6094
359	3422	6084
360	3431	6073
361	3441	6064
362	3449	6053
363	3458	6042
364	3468	6033
365	3476	6021
366	3485	6012
367	3493	6000
368	3502	5988
369	3509	5975
370	3517	5962
371	3524	5950
372	3533	5939
373	3541	5927
374	3549	5915
375	3556	5901
376	3563	5888
377	3571	5876
378	3578	5864
379	3589	5855
380	3596	5842
381	3603	5830
382	3611	5817
383	3620	5807
384	3627	5794
385	3635	5782
386	3642	5770
387	3651	5758
388	3658	5746
389	3666	5734
390	3673	5721
391	3681	5710
392	3688	5697
393	3696	5686
394	3704	5673
395	3710	5659
396	3720	5651
397	3727	5638
398	3735	5627
399	3742	5614
400	3750	5603
401	3757	5590
402	3766	5579
403	3773	5566
404	3781	5555
405	3788	5543
406	3796	5532
407	3803	5519
408	3811	5508
409	3819	5496
410	3829	5487
411	3838	5477
412	3847	5468
413	3856	5458
414	3866	5449
415	3874	5439
416	3883	5430
417	3892	5420
418	3901	5409
419	3910	5399
420	3918	5388
421	3928	5380
422	3937	5371
423	3946	5361
424	3955	5351
425	3965	5342
426	3974	5332
427	3984	5325
428	3992	5314
429	3999	5301
430	4007	5290
431	4014	5277
432	4021	5265
433	4029	5255
434	4036	5243
435	4044	5232
436	4051	5220
437	4059	5209
438	4066	5197
439	4075	5186
440	4082	5174
441	4090	5163
442	4097	5151
443	4104	5139
444	4112	5128
445	4119	5117
446	4127	5106
447	4134	5094
448	4143	5085
449	4150	5073
450	4158	5062
451	4166	5051
452	4174	5040
453	4181	5028
454	4188	5017
455	4195	5005
456	4202	4993
457	4210	4982
458	4217	4970
459	4225	4960
460	4233	4949
461	4242	4940
462	4249	4928
463	4257	4918
464	4264	4906
465	4273	4897
466	4280	4885
467	4288	4874
468	4295	4863
469	4303	4852
470	4310	4841
471	4318	4830
472	4325	4819
473	4332	4807
474	4341	4798
475	4348	4786
476	4356	4776
477	4363	4765
478	4371	4755
479	4381	4746
480	4389	4736
481	4396	4724
482	4404	4714
483	4411	4703
484	4419	4693
485	4426	4681
486	4435	4672
487	4442	4661
488	4451	4651
489	4458	4640
490	4467	4630
491	4474	4619
492	4481	4609
493	4490	4599
494	4500	4590
495	4508	4580
496	4518	4572
497	4526	4563
498	4536	4555
499	4545	4545
500	4555	4537
501	4564	4528
502	4572	4518
503	4583	4510
504	4592	4501
505	4603	4494
506	4612	4485
507	4621	4475
508	4630	4466
509	4638	4456
510	4647	4447
511	4655	4436
512	4666	4429
513	4679	4424
514	4694	4420
515	4714	4421
516	4730	4419
517	4739	4410
518	4747	4400
519	4754	4388
520	4763	4379
521	4771	4369
522	4781	4360
523	4788	4349
524	4796	4339
525	4803	4328
526	4811	4318
527	4819	4308
528	4828	4298
529	4836	4288
530	4845	4279
531	4854	4270
532	4863	4260
533	4872	4252
534	4881	4243
535	4890	4233
536	4898	4223
537	4908	4214
538	4916	4204
539	4926	4196
540	4935	4187
541	4947	4180
542	4958	4173
543	4968	4164
544	4981	4158
545	4990	4149
546	4997	4138
547	5005	4128
548	5012	4117
549	5020	4107
550	5027	4096
551	5034	4085
552	5042	4075
553	5048	4064
554	5056	4054
555	5063	4043
556	5071	4033
557	5079	4023
558	5086	4013
559	5094	4003
560	5103	3993
561	5111	3983
562	5120	3974
563	5128	3964
564	5135	3954
565	5143	3943
566	5150	3933
567	5158	3923
568	5164	3912
569	5174	3903
570	5182	3893
571	5191	3884
572	5198	3873
573	5206	3863
574	5213	3853
575	5222	3844
576	5230	3834
577	5238	3824
578	5245	3814
579	5253	3804
580	5260	3793
581	5268	3784
582	5275	3773
583	5284	3763
584	5291	3753
585	5299	3743
586	5306	3733
587	5315	3724
588	5323	3714
589	5333	3706
590	5341	3696
591	5351	3687
592	5359	3678
593	5369	3669
594	5377	3660
595	5387	3651
596	5396	3642
597	5406	3634
598	5415	3625
599	5423	3615
600	5432	3606
601	5441	3597
602	5451	3588
603	5459	3579
604	5468	3570
605	5476	3560
606	5484	3551
607	5492	3541
608	5501	3532
609	5509	3522
610	5517	3512
611	5524	3502
612	5532	3493
613	5540	3482
614	5548	3473
615	5555	3463
616	5563	3453
617	5573	3445
618	5582	3435
619	5589	3425
620	5597	3416
621	5604	3406
622	5613	3396
623	5620	3386
624	5628	3376
625	5635	3366
626	5642	3356
627	5649	3346
628	5656	3336
629	5665	3327
630	5672	3317
631	5680	3307
632	5691	3300
633	5699	3290
634	5706	3280
635	5715	3271
636	5723	3261
637	5731	3251
638	5737	3241
639	5745	3231
640	5752	3221
641	5760	3212
642	5767	3202
643	5775	3192
644	5782	3182
645	5790	3173
646	5797	3163
647	5804	3152
648	5812	3143
649	5820	3133
650	5829	3125
651	5836	3115
652	5845	3106
653	5851	3095
654	5860	3086
655	5867	3076
656	5875	3067
657	5882	3057
658	5890	3048
659	5897	3038
660	5904	3028
661	5911	3018
662	5918	3008
663	5927	2999
664	5934	2989
665	5942	2980
666	5950	2970
667	5958	2961
668	5968	2953
669	5977	2944
670	5986	2935
671	5995	2926
672	6004	2917
673	6013	2908
674	6023	2900
675	6032	2891
676	6044	2883
677	6053	2875
678	6062	2866
679	6073	2858
680	6082	2849
681	6093	2841
682	6103	2832
683	6112	2823
684	6120	2814
685	6127	2804
686	6135	2795
687	6143	2785
688	6151	2776
689	6158	2766
690	6165	2756
691	6173	2747
692	6180	2738
693	6188	2728
694	6196	2719
695	6205	2710
696	6212	2700
697	6221	2691
698	6228	2681
699	6236	2672
700	6244	2663
701	6253	2654
702	6260	2644
703	6268	2635
704	6276	2626
705	6284	2616
706	6291	2607
707	6298	2597
708	6306	2588
709	6313	2578
710	6320	2569
711	6328	2559
712	6336	2550
713	6343	2541
714	6353	2532
715	6359	2522
716	6370	2514
717	6377	2504
718	6386	2495
719	6393	2486
720	6401	2477
721	6408	2467
722	6416	2458
723	6423	2448
724	6432	2439
725	6439	2430
726	6448	2421
727	6455	2411
728	6463	2402
729	6470	2393
730	6478	2384
731	6486	2374
732	6493	2365
733	6501	2356
734	6508	2346
735	6516	2337
736	6523	2327
737	6532	2318
738	6539	2309
739	6547	2300
740	6554	2290
741	6563	2282
742	6570	2272
743	6578	2263
744	6584	2253
745	6592	2244
746	6599	2235
747	6606	2225
748	6614	2216
749	6621	2207
750	6629	2198
751	6636	2188
752	6644	2179
753	6651	2170
754	6660	2161
755	6667	2152
756	6675	2142
757	6682	2133
758	6691	2124
759	6700	2115
760	6708	2106
761	6716	2097
762	6726	2089
763	6734	2080
764	6742	2071
765	6751	2062
766	6761	2053
767	6770	2045
768	6780	2036
769	6789	2027
770	6796	2018
771	6805	2009
772	6813	2000
773	6822	1992
774	6830	1983
775	6839	1974
776	6846	1964
777	6853	1955
778	6860	1946
779	6868	1937
780	6876	1928
781	6883	1919
782	6891	1909
783	6899	1900
784	6906	1891
785	6914	1882
786	6921	1873
787	6928	1864
788	6936	1854
789	6943	1845
790	6949	1836
791	6958	1827
792	6966	1818
793	6975	1809
794	6984	1800
795	6993	1792
796	7000	1783
797	7008	1774
798	7014	1764
799	7023	1755
800	7029	1746
801	7037	1737
802	7044	1728
803	7052	1719
804	7059	1710
805	7067	1701
806	7074	1691
807	7081	1682
808	7090	1674
809	7097	1664
810	7105	1655
811	7112	1646
812	7120	1637
813	7126	1628
814	7135	1619
815	7142	1610
816	7149	1601
817	7156	1592
818	7166	1583
819	7173	1574
820	7182	1565
821	7190	1557
822	7198	1548
823	7206	1539
824	7213	1530
825	7221	1521
826	7228	1512
827	7236	1503
828	7243	1494
829	7251	1485
830	7258	1476
831	7266	1467
832	7272	1458
833	7280	1449
834	7287	1440
835	7294	1430
836	7303	1422
837	7310	1413
838	7318	1404
839	7325	1395
840	7333	1386
841	7340	1377
842	7347	1368
843	7354	1359
844	7362	1350
845	7369	1341
846	7376	1332
847	7384	1323
848	7391	1314
849	7400	1305
850	7407	1296
851	7415	1288
852	7422	1279
853	7431	1270
854	7438	1261
855	7446	1252
856	7453	1243
857	7461	1234
858	7468	1225
859	7476	1217
860	7483	1208
861	7490	1199
862	7498	1190
863	7505	1181
864	7514	1172
865	7521	1163
866	7529	1155
867	7536	1146
868	7544	1137
869	7551	1128
870	7561	1119
871	7568	1110
872	7576	1102
873	7583	1093
874	7591	1084
875	7597	1075
876	7604	1066
877	7613	1057
878	7620	1049
879	7628	1040
880	7635	1031
881	7643	1022
882	7650	1013
883	7659	1005
884	7671	996
885	7680	988
886	7688	979
887	7697	970
888	7705	962
889	7714	953
890	7722	944
891	7732	936
892	7741	927
893	7750	918
894	7759	910
895	7767	901
896	7776	892
897	7784	884
898	7794	875
899	7804	867
900	7811	858
901	7818	849
902	7826	840
903	7834	831
904	7842	823
905	7849	814
906	7857	805
907	7866	796
908	7873	788
909	7880	779
910	7890	770
911	7897	762
912	7905	753
913	7912	744
914	7920	735
915	7927	726
916	7936	718
917	7944	709
918	7952	700
919	7960	692
920	7969	683
921	7976	674
922	7983	666
923	7991	657
924	7998	648
925	8007	639
926	8014	631
927	8022	622
928	8030	613
929	8039	605
930	8046	596
931	8054	587
932	8061	578
933	8069	570
934	8077	561
935	8085	552
936	8094	544
937	8103	535
938	8110	526
939	8118	518
940	8125	509
941	8134	500
942	8142	492
943	8150	483
944	8159	474
945	8167	466
946	8175	457
947	8184	448
948	8191	440
949	8200	431
950	8208	422
951	8216	414
952	8223	405
953	8231	396
954	8238	388
955	8246	379
956	8254	370
957	8261	362
958	8268	353
959	8276	344
960	8284	336
961	8291	327
962	8301	318
963	8308	310
964	8316	301
965	8322	292
966	8331	284
967	8338	275
968	8347	267
969	8356	258
970	8365	249
971	8372	241
972	8380	232
973	8387	223
974	8395	215
975	8402	206
976	8410	197
977	8417	189
978	8425	180
979	8433	172
980	8440	163
981	8449	154
982	8456	146
983	8465	137
984	8472	129
985	8480	120
986	8490	111
987	8498	103
988	8505	94
989	8513	85
990	8520	77
991	8528	68
992	8535	60
993	8543	51
994	8552	42
995	8562	34
996	8571	25
997	8582	17
998	8590	8
999	8597	0
